PM2.5,PM10,CO,NO2,SO2,O3,Time,hour
67.0,72.0,2.13,36.0,12.0,80.0,2019-03-10 14:00:00,2019-03-10 14:00:00
49.0,76.0,1.44,26.0,11.0,94.0,2019-03-10 15:00:00,2019-03-10 15:00:00
30.0,46.0,1.33,26.0,11.0,100.0,2019-03-10 16:00:00,2019-03-10 16:00:00
30.0,47.0,2.04,56.0,11.0,74.0,2019-03-10 17:00:00,2019-03-10 17:00:00
62.0,86.0,2.87,95.0,12.0,24.0,2019-03-10 18:00:00,2019-03-10 18:00:00
80.0,125.0,3.015604999999994,107.0,12.0,14.0,2019-03-10 19:00:00,2019-03-10 19:00:00
91.0,173.0,3.015604999999994,104.0,13.0,6.0,2019-03-10 20:00:00,2019-03-10 20:00:00
80.0,121.0,2.69,109.0,13.0,7.0,2019-03-10 21:00:00,2019-03-10 21:00:00
74.0,124.0,1.86,98.0,12.0,9.0,2019-03-10 22:00:00,2019-03-10 22:00:00
58.0,88.0,1.58,88.0,12.0,12.0,2019-03-10 23:00:00,2019-03-10 23:00:00
58.0,92.0,1.49,80.0,12.0,12.0,2019-03-11 00:00:00,2019-03-11 00:00:00
56.0,91.0,1.46,80.0,12.0,14.0,2019-03-11 01:00:00,2019-03-11 01:00:00
48.0,82.0,1.55,76.0,13.0,14.0,2019-03-11 02:00:00,2019-03-11 02:00:00
49.0,77.0,1.73,71.0,13.0,8.0,2019-03-11 03:00:00,2019-03-11 03:00:00
57.0,85.0,1.74,80.0,13.0,9.0,2019-03-11 04:00:00,2019-03-11 04:00:00
72.0,107.0,1.84,89.0,15.0,9.0,2019-03-11 05:00:00,2019-03-11 05:00:00
83.0,130.0,2.22,98.0,15.0,12.0,2019-03-11 06:00:00,2019-03-11 06:00:00
101.0,167.0,2.06,79.0,14.0,41.0,2019-03-11 07:00:00,2019-03-11 07:00:00
114.0,161.0,1.55,51.0,13.0,65.0,2019-03-11 08:00:00,2019-03-11 08:00:00
84.0,146.0,1.38,31.0,12.0,75.0,2019-03-11 09:00:00,2019-03-11 09:00:00
68.0,154.0,1.25,24.0,11.0,68.0,2019-03-11 10:00:00,2019-03-11 10:00:00
60.0,160.0,1.18,21.0,11.0,69.0,2019-03-11 11:00:00,2019-03-11 11:00:00
43.0,175.0,1.11,17.0,10.0,70.0,2019-03-11 12:00:00,2019-03-11 12:00:00
40.0,161.0,1.1,22.0,11.0,76.0,2019-03-11 13:00:00,2019-03-11 13:00:00
38.0,160.0,1.12,20.0,10.0,81.0,2019-03-11 14:00:00,2019-03-11 14:00:00
37.0,127.0,1.21,29.0,11.0,81.0,2019-03-11 15:00:00,2019-03-11 15:00:00
41.0,144.0,1.26,30.0,10.0,85.0,2019-03-11 16:00:00,2019-03-11 16:00:00
44.0,132.0,1.3,36.0,11.0,80.0,2019-03-11 17:00:00,2019-03-11 17:00:00
50.0,126.0,1.38,50.0,11.0,68.0,2019-03-11 18:00:00,2019-03-11 18:00:00
54.0,125.0,1.53,81.0,11.0,49.0,2019-03-11 19:00:00,2019-03-11 19:00:00
46.0,157.0,1.5,85.0,11.0,39.0,2019-03-11 20:00:00,2019-03-11 20:00:00
50.0,147.0,1.52,69.0,10.0,48.0,2019-03-11 21:00:00,2019-03-11 21:00:00
47.0,142.0,1.62,91.0,10.0,26.0,2019-03-11 22:00:00,2019-03-11 22:00:00
53.0,143.0,1.9,90.0,11.0,12.0,2019-03-11 23:00:00,2019-03-11 23:00:00
55.0,133.0,1.82,86.0,11.0,11.0,2019-03-12 00:00:00,2019-03-12 00:00:00
56.0,131.0,1.86,90.0,12.0,9.0,2019-03-12 01:00:00,2019-03-12 01:00:00
63.0,155.0,1.75,92.0,13.0,7.0,2019-03-12 02:00:00,2019-03-12 02:00:00
59.0,155.0,1.76,96.0,14.0,8.0,2019-03-12 03:00:00,2019-03-12 03:00:00
60.0,169.0,1.96,92.0,14.0,8.0,2019-03-12 04:00:00,2019-03-12 04:00:00
65.0,164.0,2.27,89.0,16.0,6.0,2019-03-12 05:00:00,2019-03-12 05:00:00
65.0,182.0,2.57,99.0,18.0,7.0,2019-03-12 06:00:00,2019-03-12 06:00:00
65.0,210.0,2.42,95.0,23.0,14.0,2019-03-12 07:00:00,2019-03-12 07:00:00
57.0,177.0,1.53,64.0,16.0,32.0,2019-03-12 08:00:00,2019-03-12 08:00:00
38.0,130.0,1.32,43.0,13.0,45.0,2019-03-12 09:00:00,2019-03-12 09:00:00
33.0,115.0,1.22,28.0,11.0,59.0,2019-03-12 10:00:00,2019-03-12 10:00:00
41.0,81.0,0.71,23.0,14.0,58.0,2019-03-13 01:00:00,2019-03-13 01:00:00
32.0,76.0,0.82,26.0,16.0,53.0,2019-03-13 02:00:00,2019-03-13 02:00:00
24.0,75.0,1.26,32.0,20.0,39.0,2019-03-13 03:00:00,2019-03-13 03:00:00
31.0,76.0,1.32,39.0,18.0,34.0,2019-03-13 04:00:00,2019-03-13 04:00:00
32.0,79.0,1.21,43.0,16.0,28.0,2019-03-13 05:00:00,2019-03-13 05:00:00
43.0,85.0,1.06,44.0,16.0,29.0,2019-03-13 06:00:00,2019-03-13 06:00:00
38.0,91.0,0.88,32.0,16.0,46.0,2019-03-13 07:00:00,2019-03-13 07:00:00
34.0,89.0,0.84,29.0,16.0,58.0,2019-03-13 08:00:00,2019-03-13 08:00:00
45.0,100.0,0.88,29.0,18.0,69.0,2019-03-13 09:00:00,2019-03-13 09:00:00
43.0,103.0,0.89,28.0,17.0,82.0,2019-03-13 10:00:00,2019-03-13 10:00:00
46.0,95.0,0.76,21.0,16.0,100.0,2019-03-13 11:00:00,2019-03-13 11:00:00
37.0,74.0,0.75,22.0,16.0,104.0,2019-03-13 12:00:00,2019-03-13 12:00:00
37.0,78.0,0.75,18.0,16.0,115.0,2019-03-13 13:00:00,2019-03-13 13:00:00
34.0,77.0,0.65,16.0,15.0,119.0,2019-03-13 14:00:00,2019-03-13 14:00:00
28.0,63.0,0.7,22.0,15.0,114.0,2019-03-13 15:00:00,2019-03-13 15:00:00
45.0,98.0,1.02,74.0,18.0,53.0,2019-03-13 18:00:00,2019-03-13 18:00:00
65.0,124.0,1.09,90.0,21.0,29.0,2019-03-13 19:00:00,2019-03-13 19:00:00
71.0,139.0,1.06,88.0,23.0,31.0,2019-03-13 20:00:00,2019-03-13 20:00:00
71.0,150.0,1.14,81.0,25.0,28.0,2019-03-13 21:00:00,2019-03-13 21:00:00
68.0,134.0,1.32,95.0,27.0,12.0,2019-03-13 22:00:00,2019-03-13 22:00:00
71.0,126.0,1.39,96.0,25.0,6.0,2019-03-13 23:00:00,2019-03-13 23:00:00
69.0,128.0,1.3,99.0,23.0,4.0,2019-03-14 00:00:00,2019-03-14 00:00:00
66.0,123.0,1.3,97.0,24.0,2.0,2019-03-14 01:00:00,2019-03-14 01:00:00
70.0,128.0,1.35,95.0,24.0,3.0,2019-03-14 02:00:00,2019-03-14 02:00:00
61.0,119.0,1.21,80.0,17.0,9.0,2019-03-14 06:00:00,2019-03-14 06:00:00
61.0,129.0,1.54,70.0,23.0,22.0,2019-03-14 07:00:00,2019-03-14 07:00:00
71.0,125.0,2.04,62.0,38.0,45.0,2019-03-14 08:00:00,2019-03-14 08:00:00
46.0,103.0,1.64,42.0,32.0,76.0,2019-03-14 09:00:00,2019-03-14 09:00:00
47.0,79.0,1.42,34.0,28.0,94.0,2019-03-14 10:00:00,2019-03-14 10:00:00
41.0,72.0,1.06,22.0,21.0,116.0,2019-03-14 11:00:00,2019-03-14 11:00:00
37.0,67.0,0.9,19.0,17.0,125.0,2019-03-14 12:00:00,2019-03-14 12:00:00
31.0,59.0,0.86,19.0,16.0,135.20499999999993,2019-03-14 13:00:00,2019-03-14 13:00:00
38.0,67.0,0.79,17.0,16.0,135.20499999999993,2019-03-14 14:00:00,2019-03-14 14:00:00
32.0,58.0,0.8,25.0,15.0,129.0,2019-03-14 15:00:00,2019-03-14 15:00:00
27.0,58.0,0.87,25.0,15.0,132.0,2019-03-14 16:00:00,2019-03-14 16:00:00
31.0,60.0,0.93,51.0,14.0,102.0,2019-03-14 17:00:00,2019-03-14 17:00:00
35.0,75.0,0.98,60.0,16.0,82.0,2019-03-14 18:00:00,2019-03-14 18:00:00
40.0,79.0,1.11,84.0,16.0,50.0,2019-03-14 19:00:00,2019-03-14 19:00:00
49.0,102.0,1.42,117.0,15.0,8.0,2019-03-14 20:00:00,2019-03-14 20:00:00
50.0,111.0,1.55,117.0,16.0,4.0,2019-03-14 21:00:00,2019-03-14 21:00:00
49.0,113.0,1.93,117.0,17.0,4.0,2019-03-14 22:00:00,2019-03-14 22:00:00
59.0,116.0,1.58,113.0,18.0,4.0,2019-03-14 23:00:00,2019-03-14 23:00:00
53.0,105.0,1.37,108.0,17.0,4.0,2019-03-15 00:00:00,2019-03-15 00:00:00
57.0,108.0,1.52,97.0,18.0,3.0,2019-03-15 01:00:00,2019-03-15 01:00:00
60.0,101.0,1.24,96.0,19.0,3.0,2019-03-15 02:00:00,2019-03-15 02:00:00
50.0,91.0,1.16,92.0,20.0,4.0,2019-03-15 03:00:00,2019-03-15 03:00:00
49.0,88.0,1.52,84.0,22.0,3.0,2019-03-15 04:00:00,2019-03-15 04:00:00
55.0,87.0,1.84,79.0,23.0,4.0,2019-03-15 05:00:00,2019-03-15 05:00:00
50.0,100.0,1.6,80.0,22.0,8.0,2019-03-15 06:00:00,2019-03-15 06:00:00
55.0,100.0,1.08,62.0,18.0,30.0,2019-03-15 07:00:00,2019-03-15 07:00:00
46.0,90.0,0.98,50.0,18.0,52.0,2019-03-15 08:00:00,2019-03-15 08:00:00
50.0,93.0,1.0,47.0,20.0,63.0,2019-03-15 09:00:00,2019-03-15 09:00:00
52.0,96.0,1.13,31.0,25.0,95.0,2019-03-15 10:00:00,2019-03-15 10:00:00
46.0,93.0,1.09,22.0,22.0,106.0,2019-03-15 11:00:00,2019-03-15 11:00:00
38.0,75.0,0.8,17.0,17.0,114.0,2019-03-15 12:00:00,2019-03-15 12:00:00
27.0,71.0,0.66,16.0,14.0,113.0,2019-03-15 13:00:00,2019-03-15 13:00:00
19.0,62.0,0.57,16.0,13.0,114.0,2019-03-15 14:00:00,2019-03-15 14:00:00
18.0,53.0,0.59,19.0,13.0,113.0,2019-03-15 15:00:00,2019-03-15 15:00:00
17.0,50.0,0.61,17.0,13.0,115.0,2019-03-15 16:00:00,2019-03-15 16:00:00
13.0,50.0,0.72,41.0,14.0,91.0,2019-03-15 17:00:00,2019-03-15 17:00:00
21.0,67.0,0.94,73.0,16.0,55.0,2019-03-15 18:00:00,2019-03-15 18:00:00
33.0,73.0,1.16,109.0,16.0,15.0,2019-03-15 19:00:00,2019-03-15 19:00:00
47.0,104.0,2.26,111.0,18.0,3.0,2019-03-15 21:00:00,2019-03-15 21:00:00
59.0,100.0,1.4,68.0,20.0,11.0,2019-03-16 04:00:00,2019-03-16 04:00:00
55.0,97.0,1.38,72.0,19.0,7.0,2019-03-16 05:00:00,2019-03-16 05:00:00
66.0,112.0,1.38,62.0,24.0,22.0,2019-03-16 07:00:00,2019-03-16 07:00:00
62.0,115.0,1.17,60.0,24.0,54.0,2019-03-16 09:00:00,2019-03-16 09:00:00
51.0,115.0,1.06,50.0,22.0,76.0,2019-03-16 10:00:00,2019-03-16 10:00:00
55.0,101.0,0.87,26.0,18.0,119.0,2019-03-16 11:00:00,2019-03-16 11:00:00
36.0,79.0,1.14,34.0,26.0,116.0,2019-03-16 12:00:00,2019-03-16 12:00:00
40.0,72.0,1.32,38.0,29.0,116.0,2019-03-16 13:00:00,2019-03-16 13:00:00
23.0,63.0,0.88,26.0,19.0,130.0,2019-03-16 15:00:00,2019-03-16 15:00:00
38.0,68.0,1.13,46.0,22.0,108.0,2019-03-16 16:00:00,2019-03-16 16:00:00
46.0,77.0,1.06,60.0,23.0,86.0,2019-03-16 17:00:00,2019-03-16 17:00:00
48.0,88.0,1.42,117.0,19.0,24.0,2019-03-16 18:00:00,2019-03-16 18:00:00
64.0,123.0,2.16,117.0,17.0,5.0,2019-03-16 19:00:00,2019-03-16 19:00:00
77.0,155.0,2.38,117.0,18.0,4.0,2019-03-16 20:00:00,2019-03-16 20:00:00
66.0,136.0,2.5,107.0,18.0,4.0,2019-03-16 21:00:00,2019-03-16 21:00:00
72.0,123.0,1.86,77.0,18.0,2.0,2019-03-17 02:00:00,2019-03-17 02:00:00
71.0,107.0,1.82,86.0,20.0,2.0,2019-03-17 03:00:00,2019-03-17 03:00:00
72.0,130.0,1.93,78.0,20.0,2.0,2019-03-17 04:00:00,2019-03-17 04:00:00
72.0,118.0,2.1,76.0,20.0,3.0,2019-03-17 05:00:00,2019-03-17 05:00:00
72.0,167.0,1.57,108.0,39.0,10.0,2019-03-17 07:00:00,2019-03-17 07:00:00
74.0,136.0,1.15,49.0,27.0,104.0,2019-03-17 10:00:00,2019-03-17 10:00:00
54.0,86.0,1.07,37.0,25.0,130.0,2019-03-17 11:00:00,2019-03-17 11:00:00
51.0,85.0,0.99,25.0,23.0,135.20499999999993,2019-03-17 12:00:00,2019-03-17 12:00:00
44.0,84.0,0.88,20.0,19.0,135.20499999999993,2019-03-17 13:00:00,2019-03-17 13:00:00
47.0,78.0,0.94,23.0,22.0,135.20499999999993,2019-03-17 14:00:00,2019-03-17 14:00:00
52.0,81.0,0.94,27.0,20.0,135.20499999999993,2019-03-17 15:00:00,2019-03-17 15:00:00
63.0,106.0,1.04,31.0,20.0,135.20499999999993,2019-03-17 16:00:00,2019-03-17 16:00:00
77.0,135.0,1.25,42.0,24.0,134.0,2019-03-17 18:00:00,2019-03-17 18:00:00
126.0,198.0,1.21,39.0,24.0,104.0,2019-03-17 19:00:00,2019-03-17 19:00:00
89.0,154.0,1.26,46.0,22.0,80.0,2019-03-17 20:00:00,2019-03-17 20:00:00
79.0,144.0,1.33,43.0,22.0,84.0,2019-03-17 21:00:00,2019-03-17 21:00:00
83.0,131.0,1.34,37.0,22.0,94.0,2019-03-17 23:00:00,2019-03-17 23:00:00
99.0,146.0,1.33,40.0,21.0,77.0,2019-03-18 01:00:00,2019-03-18 01:00:00
122.0,165.0,1.45,44.0,20.0,56.0,2019-03-18 04:00:00,2019-03-18 04:00:00
132.0,164.0,1.46,56.0,20.0,41.0,2019-03-18 05:00:00,2019-03-18 05:00:00
132.0,174.0,1.56,66.0,19.0,29.0,2019-03-18 06:00:00,2019-03-18 06:00:00
133.0,179.0,1.47,52.0,21.0,44.0,2019-03-18 07:00:00,2019-03-18 07:00:00
140.0,182.0,1.53,63.0,20.0,39.0,2019-03-18 08:00:00,2019-03-18 08:00:00
134.0,193.0,1.6,65.0,22.0,43.0,2019-03-18 09:00:00,2019-03-18 09:00:00
126.0,184.0,1.35,44.0,22.0,86.0,2019-03-18 10:00:00,2019-03-18 10:00:00
90.0,117.0,1.16,31.0,16.0,114.0,2019-03-18 11:00:00,2019-03-18 11:00:00
68.0,89.0,1.02,24.0,15.0,125.0,2019-03-18 12:00:00,2019-03-18 12:00:00
58.0,77.0,0.93,18.0,14.0,134.0,2019-03-18 13:00:00,2019-03-18 13:00:00
43.0,59.0,0.96,19.0,15.0,130.0,2019-03-18 14:00:00,2019-03-18 14:00:00
41.0,61.0,0.92,22.0,15.0,118.0,2019-03-18 15:00:00,2019-03-18 15:00:00
44.0,62.0,0.9,23.0,14.0,106.0,2019-03-18 16:00:00,2019-03-18 16:00:00
37.0,58.0,1.02,48.0,13.0,63.0,2019-03-18 19:00:00,2019-03-18 19:00:00
54.0,83.0,1.05,87.0,14.0,5.0,2019-03-18 22:00:00,2019-03-18 22:00:00
54.0,79.0,0.96,75.0,15.0,4.0,2019-03-19 00:00:00,2019-03-19 00:00:00
61.0,77.0,0.95,70.0,14.0,4.0,2019-03-19 01:00:00,2019-03-19 01:00:00
63.0,84.0,1.0,52.0,16.0,8.0,2019-03-19 04:00:00,2019-03-19 04:00:00
65.0,83.0,1.09,52.0,17.0,7.0,2019-03-19 05:00:00,2019-03-19 05:00:00
75.0,87.0,1.24,52.0,21.0,10.0,2019-03-19 06:00:00,2019-03-19 06:00:00
81.0,95.0,1.26,45.0,23.0,28.0,2019-03-19 07:00:00,2019-03-19 07:00:00
78.0,98.0,1.12,28.0,21.0,62.0,2019-03-19 08:00:00,2019-03-19 08:00:00
61.0,74.0,1.12,25.0,18.0,82.0,2019-03-19 09:00:00,2019-03-19 09:00:00
57.0,66.0,1.06,14.0,16.0,108.0,2019-03-19 10:00:00,2019-03-19 10:00:00
40.0,60.0,0.99,11.0,16.0,132.0,2019-03-19 11:00:00,2019-03-19 11:00:00
45.0,104.0,1.13,17.0,14.0,132.0,2019-03-19 14:00:00,2019-03-19 14:00:00
56.0,80.0,1.1,20.0,15.0,135.20499999999993,2019-03-19 15:00:00,2019-03-19 15:00:00
61.0,82.0,1.06,26.0,14.0,135.0,2019-03-19 16:00:00,2019-03-19 16:00:00
62.0,94.0,1.03,27.0,14.0,128.0,2019-03-19 17:00:00,2019-03-19 17:00:00
54.0,94.0,1.09,27.0,15.0,134.0,2019-03-19 18:00:00,2019-03-19 18:00:00
71.0,103.0,1.03,24.0,14.0,124.0,2019-03-19 19:00:00,2019-03-19 19:00:00
50.0,75.0,1.06,24.0,15.0,123.0,2019-03-19 20:00:00,2019-03-19 20:00:00
62.0,88.0,1.02,27.0,15.0,122.0,2019-03-19 21:00:00,2019-03-19 21:00:00
51.0,84.0,0.99,25.0,15.0,103.0,2019-03-19 22:00:00,2019-03-19 22:00:00
39.0,65.0,0.96,25.0,15.0,85.0,2019-03-19 23:00:00,2019-03-19 23:00:00
32.0,56.0,0.94,24.0,15.0,76.0,2019-03-20 00:00:00,2019-03-20 00:00:00
28.0,52.0,1.0,24.0,13.0,62.0,2019-03-20 01:00:00,2019-03-20 01:00:00
32.0,49.0,1.01,22.0,12.0,57.0,2019-03-20 02:00:00,2019-03-20 02:00:00
35.0,43.0,1.07,26.0,13.0,46.0,2019-03-20 03:00:00,2019-03-20 03:00:00
31.0,41.0,1.1,27.0,13.0,39.0,2019-03-20 04:00:00,2019-03-20 04:00:00
36.0,47.0,1.22,34.0,13.0,36.0,2019-03-20 05:00:00,2019-03-20 05:00:00
44.0,45.0,1.38,43.0,14.0,27.0,2019-03-20 06:00:00,2019-03-20 06:00:00
42.0,58.0,1.37,39.0,16.0,35.0,2019-03-20 07:00:00,2019-03-20 07:00:00
48.0,57.0,1.4,37.0,16.0,40.0,2019-03-20 08:00:00,2019-03-20 08:00:00
50.0,65.0,1.4,39.0,16.0,34.0,2019-03-20 09:00:00,2019-03-20 09:00:00
52.0,101.0,1.44,22.0,16.0,54.0,2019-03-20 10:00:00,2019-03-20 10:00:00
42.0,60.0,1.58,27.0,16.0,37.0,2019-03-20 11:00:00,2019-03-20 11:00:00
37.0,58.0,1.39,22.0,16.0,42.0,2019-03-20 12:00:00,2019-03-20 12:00:00
21.0,29.0,1.33,19.0,15.0,49.0,2019-03-20 13:00:00,2019-03-20 13:00:00
30.0,43.0,1.31,20.0,14.0,54.0,2019-03-20 14:00:00,2019-03-20 14:00:00
30.0,27.0,1.41,25.0,14.0,53.0,2019-03-20 15:00:00,2019-03-20 15:00:00
26.0,28.0,1.42,30.0,13.0,56.0,2019-03-20 16:00:00,2019-03-20 16:00:00
26.0,31.0,1.45,30.0,12.0,55.0,2019-03-20 17:00:00,2019-03-20 17:00:00
36.0,49.0,1.31,22.0,12.0,53.0,2019-03-20 18:00:00,2019-03-20 18:00:00
39.0,40.0,1.36,28.0,11.0,50.0,2019-03-20 19:00:00,2019-03-20 19:00:00
39.0,49.0,1.34,30.0,12.0,47.0,2019-03-20 21:00:00,2019-03-20 21:00:00
56.0,57.0,1.53,23.0,12.0,58.0,2019-03-20 23:00:00,2019-03-20 23:00:00
62.0,63.0,2.0,26.0,16.0,53.0,2019-03-21 00:00:00,2019-03-21 00:00:00
63.0,71.0,1.34,29.0,12.0,37.0,2019-03-21 03:00:00,2019-03-21 03:00:00
67.0,76.0,1.43,52.0,12.0,9.0,2019-03-21 05:00:00,2019-03-21 05:00:00
73.0,82.0,1.55,57.0,12.0,10.0,2019-03-21 06:00:00,2019-03-21 06:00:00
72.0,90.0,1.5,53.0,14.0,22.0,2019-03-21 07:00:00,2019-03-21 07:00:00
87.0,100.0,1.58,64.0,14.0,31.0,2019-03-21 08:00:00,2019-03-21 08:00:00
86.0,107.0,1.31,47.0,15.0,62.0,2019-03-21 09:00:00,2019-03-21 09:00:00
96.0,116.0,1.43,30.0,15.0,54.0,2019-03-21 10:00:00,2019-03-21 10:00:00
143.0,160.0,1.38,24.0,13.0,50.0,2019-03-21 11:00:00,2019-03-21 11:00:00
95.0,112.0,0.99,13.0,13.0,74.0,2019-03-21 12:00:00,2019-03-21 12:00:00
35.0,55.0,0.89,12.0,12.0,79.0,2019-03-21 13:00:00,2019-03-21 13:00:00
28.0,55.0,0.9,13.0,11.0,79.0,2019-03-21 14:00:00,2019-03-21 14:00:00
25.0,53.0,0.97,16.0,11.0,78.0,2019-03-21 15:00:00,2019-03-21 15:00:00
36.0,56.0,0.94,18.0,11.0,74.0,2019-03-21 16:00:00,2019-03-21 16:00:00
35.0,63.0,0.97,21.0,11.0,70.0,2019-03-21 17:00:00,2019-03-21 17:00:00
37.0,61.0,0.86,17.0,12.0,70.0,2019-03-21 18:00:00,2019-03-21 18:00:00
23.0,47.0,0.78,18.0,12.0,68.0,2019-03-21 19:00:00,2019-03-21 19:00:00
17.0,33.0,0.81,21.0,13.0,63.0,2019-03-21 20:00:00,2019-03-21 20:00:00
21.0,44.0,0.96,18.0,13.0,67.0,2019-03-21 21:00:00,2019-03-21 21:00:00
42.0,61.0,0.95,16.0,13.0,70.0,2019-03-21 22:00:00,2019-03-21 22:00:00
43.0,51.0,0.89,15.0,13.0,74.0,2019-03-21 23:00:00,2019-03-21 23:00:00
29.0,40.0,0.77,10.0,12.0,80.0,2019-03-22 00:00:00,2019-03-22 00:00:00
30.0,34.0,0.76,9.0,12.0,76.0,2019-03-22 01:00:00,2019-03-22 01:00:00
20.0,29.0,0.78,13.0,14.0,68.0,2019-03-22 02:00:00,2019-03-22 02:00:00
26.0,33.0,0.77,11.0,15.0,68.0,2019-03-22 03:00:00,2019-03-22 03:00:00
23.0,31.0,0.75,12.0,14.0,68.0,2019-03-22 04:00:00,2019-03-22 04:00:00
18.0,29.0,0.76,13.0,13.0,71.0,2019-03-22 05:00:00,2019-03-22 05:00:00
15.0,33.0,0.7,16.0,15.0,68.0,2019-03-22 09:00:00,2019-03-22 09:00:00
16.0,32.0,0.76,19.0,16.0,70.0,2019-03-22 10:00:00,2019-03-22 10:00:00
20.0,39.0,0.82,23.0,15.0,70.0,2019-03-22 11:00:00,2019-03-22 11:00:00
18.0,31.0,0.69,22.0,14.0,76.0,2019-03-22 12:00:00,2019-03-22 12:00:00
17.0,25.0,0.76,23.0,15.0,79.0,2019-03-22 13:00:00,2019-03-22 13:00:00
15.0,32.0,0.75,22.0,16.0,76.0,2019-03-22 14:00:00,2019-03-22 14:00:00
15.0,44.0,0.84,27.0,16.0,73.0,2019-03-22 15:00:00,2019-03-22 15:00:00
22.0,49.0,0.87,24.0,14.0,83.0,2019-03-22 16:00:00,2019-03-22 16:00:00
24.0,45.0,0.87,28.0,15.0,70.0,2019-03-22 17:00:00,2019-03-22 17:00:00
26.0,48.0,0.91,29.0,16.0,69.0,2019-03-22 18:00:00,2019-03-22 18:00:00
28.0,43.0,0.93,31.0,16.0,65.0,2019-03-22 19:00:00,2019-03-22 19:00:00
24.0,38.0,0.86,36.0,16.0,55.0,2019-03-22 20:00:00,2019-03-22 20:00:00
25.0,45.0,0.99,42.0,15.0,44.0,2019-03-22 21:00:00,2019-03-22 21:00:00
22.0,48.0,0.96,48.0,16.0,34.0,2019-03-22 22:00:00,2019-03-22 22:00:00
16.0,45.0,0.72,31.0,15.0,44.0,2019-03-22 23:00:00,2019-03-22 23:00:00
9.0,41.0,0.7,21.0,15.0,52.0,2019-03-23 00:00:00,2019-03-23 00:00:00
21.0,33.0,0.71,24.0,15.0,48.0,2019-03-23 01:00:00,2019-03-23 01:00:00
18.0,34.0,0.77,23.0,16.0,44.0,2019-03-23 02:00:00,2019-03-23 02:00:00
16.0,34.0,0.97,32.0,16.0,34.0,2019-03-23 03:00:00,2019-03-23 03:00:00
18.0,39.0,0.87,47.0,16.0,21.0,2019-03-23 04:00:00,2019-03-23 04:00:00
26.0,39.0,0.82,41.0,16.0,30.0,2019-03-23 05:00:00,2019-03-23 05:00:00
21.0,40.0,0.85,48.0,16.0,29.0,2019-03-23 06:00:00,2019-03-23 06:00:00
24.0,46.0,1.01,46.0,18.0,30.0,2019-03-23 07:00:00,2019-03-23 07:00:00
23.0,54.0,1.11,34.0,21.0,50.0,2019-03-23 08:00:00,2019-03-23 08:00:00
31.0,63.0,0.99,31.0,19.0,64.0,2019-03-23 09:00:00,2019-03-23 09:00:00
37.0,60.0,0.95,33.0,17.0,68.0,2019-03-23 10:00:00,2019-03-23 10:00:00
32.0,52.0,0.88,26.0,16.0,82.0,2019-03-23 11:00:00,2019-03-23 11:00:00
28.0,48.0,1.25,26.0,22.0,93.0,2019-03-23 12:00:00,2019-03-23 12:00:00
37.0,54.0,1.59,33.0,28.0,99.0,2019-03-23 13:00:00,2019-03-23 13:00:00
43.0,69.0,1.13,27.0,22.0,121.0,2019-03-23 14:00:00,2019-03-23 14:00:00
34.0,73.0,1.04,26.0,21.0,125.0,2019-03-23 15:00:00,2019-03-23 15:00:00
40.0,58.0,1.06,27.0,20.0,121.0,2019-03-23 16:00:00,2019-03-23 16:00:00
41.0,55.0,1.15,45.0,18.0,92.0,2019-03-23 17:00:00,2019-03-23 17:00:00
52.0,76.0,1.17,59.0,15.0,65.0,2019-03-23 18:00:00,2019-03-23 18:00:00
55.0,80.0,0.92,44.0,16.0,74.0,2019-03-23 19:00:00,2019-03-23 19:00:00
48.0,62.0,1.06,58.0,15.0,56.0,2019-03-23 20:00:00,2019-03-23 20:00:00
39.0,72.0,1.0,54.0,16.0,57.0,2019-03-23 21:00:00,2019-03-23 21:00:00
50.0,67.0,1.06,64.0,16.0,36.0,2019-03-23 22:00:00,2019-03-23 22:00:00
72.0,95.0,1.43,39.0,19.0,40.0,2019-03-24 01:00:00,2019-03-24 01:00:00
83.0,110.0,1.48,44.0,18.0,32.0,2019-03-24 02:00:00,2019-03-24 02:00:00
89.0,112.0,1.46,46.0,17.0,23.0,2019-03-24 03:00:00,2019-03-24 03:00:00
97.0,122.0,1.48,46.0,18.0,19.0,2019-03-24 04:00:00,2019-03-24 04:00:00
98.0,111.0,1.5,47.0,18.0,22.0,2019-03-24 05:00:00,2019-03-24 05:00:00
97.0,119.0,1.41,48.0,18.0,24.0,2019-03-24 06:00:00,2019-03-24 06:00:00
104.0,120.0,1.25,43.0,22.0,45.0,2019-03-24 07:00:00,2019-03-24 07:00:00
71.0,109.0,1.17,40.0,23.0,66.0,2019-03-24 08:00:00,2019-03-24 08:00:00
73.0,105.0,1.14,37.0,22.0,82.0,2019-03-24 09:00:00,2019-03-24 09:00:00
72.0,104.0,1.06,28.0,20.0,107.0,2019-03-24 10:00:00,2019-03-24 10:00:00
55.0,87.0,0.96,22.0,19.0,126.0,2019-03-24 11:00:00,2019-03-24 11:00:00
55.0,81.0,0.95,23.0,18.0,132.0,2019-03-24 12:00:00,2019-03-24 12:00:00
50.0,80.0,0.92,20.0,17.0,135.20499999999993,2019-03-24 13:00:00,2019-03-24 13:00:00
44.0,73.0,0.92,20.0,16.0,135.20499999999993,2019-03-24 14:00:00,2019-03-24 14:00:00
43.0,66.0,0.86,18.0,16.0,135.20499999999993,2019-03-24 15:00:00,2019-03-24 15:00:00
